BOLD Process-ID	MUSIT no with prefix	Vitenskapelig navn i BOLD	sekvenslengde	Validert vitenskapelig navn etter strekkoding	valideringsmetode	Ekspert
NOBAS7536-19	O-F-256331	Pleurocybella porrigens	545[0n]	Validert	unite	
NOBAS7537-19	O-F-256304	Clavulinopsis laeticolor	626[0n]			Balint Dima
NOBAS7538-19	O-F-256378	Cuphophyllus pratensis	718[0n]	Validert	unite	
NOBAS7539-19	O-F-256314	Lactarius lignyotus	680[0n]	Validert	unite	
NOBAS7540-19	O-F-256313	Russula aff. emetica	699[0n]	Validert	unite	
NOBAS7541-19	O-F-256316	Cortinarius saporatus	604[0n]	Validert	ekspert	Balint Dima
NOBAS7542-19	O-F-256355	Cortinarius hircinosmus	584[0n]	Validert	ekspert	Balint Dima
NOBAS7543-19	O-F-256366	Chroogomphus mediterraneus	713[0n]	Validert	unite, Martín et al.	
NOBAS7544-19	O-F-256369	Scleroderma bovista	589[0n]	Validert	unite	
NOBAS7545-19	O-F-256312	Cortinarius nanceiensis	674[0n]	Validert	ekspert	Balint Dima
NOBAS7546-19	O-F-256329	Russula caerulea	697[0n]	Validert	unite	
NOBAS7547-19	O-F-256348	Craterellus cornucopioides	848[0n]	Validert	unite	
NOBAS7548-19	O-F-256301	Cortinarius kristinae	646[0n]	Validert	ekspert	Balint Dima
NOBAS7549-19	O-F-256335	Entoloma caesiocinctum	698[0n]	Validert	ekspert	Balint Dima
NOBAS7550-19	O-F-256372	Tomentellopsis zygodesmoides	0[n]			
NOBAS7551-19	O-F-256325	Gliophorus irrigatus	658	Validert	unite	
NOBAS7552-19	O-F-256298	Coltricia	910[1n]			Balint Dima
NOBAS7553-19	O-F-256341	Hygrocybe glutinipes	679	Validert	ekspert	Balint Dima
NOBAS7554-19	O-F-256306	Ramariopsis sp.	617[0n]			Balint Dima
NOBAS7555-19	O-F-256344	Entoloma chalybeum	703[0n]	validert	ekspert	Balint Dima
NOBAS7556-19	O-F-256345	Typhula quisquiliaris	748	Validert	ekspert	balint dima
NOBAS7557-19	O-F-256305	Polyporus tubaeformis	0[n]			
NOBAS7558-19	O-F-256302	Scleroderma areolatum	698[0n]	Validert	unite	
NOBAS7559-19	O-F-256346	Inocybe sp.	653			
NOBAS7560-19	O-F-256362	Russula puellaris	652[0n]	Validert	unite	
NOBAS7561-19	O-F-256351	Inocybe	609[0n]			
NOBAS7562-19	O-F-256354	Entoloma sericellum	0[n]			
NOBAS7563-19	O-F-256330	Cystolepiota hetieri	675[0n]	Validert	unite	
NOBAS7564-19	O-F-256332	Hygrophorus piceae	631[0n]	Validert	unite	
NOBAS7565-19	O-F-256322	Russula sanguinea	349	Validert	unite	
NOBAS7566-19	O-F-256363	Cortinarius percomis	613[0n]	Validert	ekspert	Balint Dima
NOBAS7567-19	O-F-256309	Deconica sp.	630[0n]			Balint Dima
NOBAS7568-19	O-F-256307	Lindtneria sp.	729[0n]			Balint Dima
NOBAS7569-19	O-F-256303	Scleroderma areolatum	680[0n]	Validert	unite	Balint Dima
NOBAS7570-19	O-F-256352	Entoloma noordeloosii	891[0n]	Validert	ekspert	Balint Dima
NOBAS7571-19	O-F-256371	Hygrocybe ceracea	545[0n]	Validert	unite	
NOBAS7572-19	O-F-256374	Amylostereum chailletii	537	Validert	unite	
NOBAS7573-19	O-F-256327	Paxillus filamentosus	739[0n]	Validert	unite	
NOBAS7574-19	O-F-256324	Sarcodon scabrosus	668[0n]	Validert	unite	
NOBAS7575-19	O-F-256343	Entoloma cf. noordeloosii	766	Validert	ekspert	Balint Dima
NOBAS7576-19	O-F-256318	Entoloma	0	Contamination		
NOBAS7577-19	O-F-256333	Lactarius sphagneti	683[0n]	Validert	unite	Balint Dima
NOBAS7578-19	O-F-256361	Cortinarius scaurus	679[0n]	Validert	ekspert	Balint Dima
NOBAS7579-19	O-F-256347	Amanita phalloides	654[1n]	Validert	unite	
NOBAS7580-19	O-F-256337	Entoloma silvae-frondosae	901[0n]	Validert	ekspert	Balint Dima
NOBAS7581-19	O-F-256376	Resinicium bicolor	602[0n]	Validert	unite	
NOBAS7582-19	O-F-256334	Camarophyllopsis schulzeri	713[0n]	Validert	unite	Balint Dima
NOBAS7583-19	O-F-256336	Entoloma ochromicaceum	699[0n]	Validert	ekspert	Balint Dima
NOBAS7584-19	O-F-256317	Cortinarius corrosus	669[0n]	Validert	ekspert	Balint Dima
NOBAS7585-19	O-F-256358	Cortinarius torvus	593[0n]	Validert	ekspert	Balint Dima
NOBAS7586-19	O-F-256359	Sirotrema translucens	616[15n]			Balint Dima
NOBAS7587-19	O-F-256300	Xerocomus depilatus	746	Validert	unite	
NOBAS7588-19	O-F-256319	Clavulinopsis aff. umbrinella	555[4n]	Validert	unite	
NOBAS7589-19	O-F-256356	Cortinarius evernius	603[0n]	Validert	ekspert	Balint Dima
NOBAS7590-19	O-F-256349	Deconica coprophila	634[1n]	Validert	unite	Per Marstad
NOBAS7591-19	O-F-256340	Entoloma allospermum	702[0n]	Validert	ekspert	Balint Dima
NOBAS7592-19	O-F-256310	Cortinarius camptoros	369[1n]	Validert	ekspert	Balint Dima
NOBAS7593-19	O-F-256375	Peziza cf. succosa	592[0n]	Validert	unite	
NOBAS7594-19	O-F-256339	Clavulina rugosa	367	Validert	unite, genbank	
NOBAS7595-19	O-F-256350	Entoloma cf. noordeloosii	0[n]			
NOBAS7596-19	O-F-256296	Clavaria sphagnicola	673[0n]	Validert	unite	
NOBAS7597-19	O-F-256320	Mycena pasvikensis	709[0n]	Validert	unite, ekspert	Arne Aronsen
NOBAS7598-19	O-F-256323	Microglossum atropurpureum	817[2n]			Balint Dima
NOBAS7599-19	O-F-256377	Meruliopsis taxicola	649[0n]	Validert	unite	
NOBAS7600-19	O-F-256483	Cortinarius malachioides	574	Validert	ekspert	Balint Dima
NOBAS7601-19	O-F-256472	Rhodocollybia prolixa var. distorta	773[0n]	Validert	unite	
NOBAS7602-19	O-F-256429	Cortinarius malachioides	557	Validert	ekspert	Balint Dima
NOBAS7603-19	O-F-256488	Cortinarius saginus	675[0n]	Validert	ekspert	Balint Dima
NOBAS7604-19	O-F-256424	Leccinum aurantiacum	0[n]			
NOBAS7605-19	O-F-256452	Russula amethystina	699[0n]	Validert	unite, dendrogram	
NOBAS7606-19	O-F-256422	Scleroderma citrinum	672[0n]	Validert	unite	
NOBAS6954-19	TROM_F_299	Lepista sordida	663[0n]	Validert	unite	
NOBAS6955-19	TROM_F_444	Serpula lacrymans	691[0n]			
NOBAS6957-19	TROM_F_1056	Serpula lacrymans	676[1n]			
NOBAS6958-19	TROM_F_2814	Lepista saeva	652[0n]			
NOBAS6961-19	TROM_F_6185	Lactarius sp.	618[0n]			
NOBAS6963-19	TROM_F_6307	Lactarius tuomikoskii	700[0n]	Validert	unite	
NOBAS6964-19	TROM_F_6308	Lactarius tuomikoskii	720[0n]	Validert	unite	
NOBAS6965-19	TROM_F_6327	Lactarius deterrimus	483[0n]	Validert	unite	
NOBAS6967-19	TROM_F_6625	Lepista	700[1n]			
NOBAS6970-19	TROM_F_7006	Arrhenia sp.	637[0n]			
NOBAS6978-19	TROM_F_8424	Lepiota clypeolaria	654[0n]			
NOBAS6980-19	TROM_F_8566	Lactarius subcircellatus	0[n]	no sequence		
NOBAS6981-19	TROM_F_8620	Leccinum aurantiacum	392[15n]			
NOBAS6982-19	TROM_F_8624	Lactarius serifluus	630[1n]	Validert	unite	
NOBAS6988-19	TROM_F_9079	Lactarius sp.	568[3n]			
NOBAS6990-19	TROM_F_9339	Lactarius uvidus	0[n]	no sequence		
NOBAS6991-19	TROM_F_9400	Lactarius tabidus	0[n]	no sequence		
NOBAS6992-19	TROM_F_9451	Leccinum roseofractum	0	Kontaminering		
NOBAS6993-19	TROM_F_9905	Lactarius vietus	649[0n]	Validert	unite	
NOBAS6994-19	TROM_F_9912	Leccinum variicolor	0	Kontaminering		
NOBAS6995-19	TROM_F_9914	Leccinum rotundifoliae	0[n]			
NOBAS6996-19	TROM_F_9939	Lactarius sp.	727[16n]			
NOBAS6997-19	TROM_F_9950	Lactarius subdulcis	0[n]	no sequence		
NOBAS6999-19	TROM_F_11952	Lactarius sp.	693[0n]			
NOBAS7002-19	TROM_F_12212	Leccinum scabrum	0	Kontaminering		
NOBAS7004-19	TROM_F_12398	Lepista multiformis	676[0n]	Validert	unite	
NOBAS7006-19	TROM_F_12792	Lepista sp.	676[1n]			
NOBAS7009-19	TROM_F_14038	Lepiota magnispora	538[0n]			
NOBAS7011-19	TROM_F_14063	Lepiota castanea	643[1n]			
NOBAS7012-19	TROM_F_14064	Paralepista sp.	677[0n]			
NOBAS7013-19	TROM_F_14087	Leucopaxillus giganteus	615[0n]	Validert	unite	
NOBAS7014-19	TROM_F_14089	Lepista sordida	657[0n]			
NOBAS7015-19	TROM_F_16053	Lepista nuda	639	Validert	unite	
NOBAS7016-19	TROM_F_16154	Lepiota cristata	702[1n]	Validert	unite	
NOBAS7019-19	TROM_F_18011	Leucogyrophana romellii	423[2n]	Validert	unite	
NOBAS7020-19	TROM_F_18040	Leucogyrophana sp.	440[2n]			
NOBAS7021-19	TROM_F_18253	Lepiota cristata	703[0n]	Validert	unite	
NOBAS7022-19	TROM_F_18455	Lepiota pseudolilacea	495[2n]			
NOBAS7024-19	TROM_F_20196	Lepista sordida	659[1n]	Validert	unite	
NOBAS7026-19	TROM_F_21068	Lepista gilva	680[0n]			
NOBAS7028-19	TROM_F_21112	Lepiota felina	678[0n]	Validert	unite	
NOBAS7029-19	TROM_F_21114	Lepiota sp.	692[0n]			
NOBAS7030-19	TROM_F_21361	Lactarius uvidus	720[0n]	Validert	unite	
NOBAS7035-19	TROM_F_23614	Arrhenia sp.	630[0n]			
NOBAS7036-19	TROM_F_24075	Lactarius uvidus	0[n]	no sequence		
NOBAS7037-19	TROM_F_24112	Lactarius vietus	0[n]	no sequence		
NOBAS7043-19	TROM_F_25514	Arrhenia sp.	601[0n]			
NOBAS7045-19	TROM_F_30043	Leccinum rotundifoliae	0[n]			
NOBAS7047-19	TROM_F_32453	Lactarius deterrimus	697[0n]	Validert	unite	
NOBAS7048-19	TROM_F_32459	Lactarius sphagneti	682[0n]	Validert	unite	
NOBAS7049-19	TROM_F_32506	Lactarius torminosus	731	Validert	unite	
NOBAS7050-19	TROM_F_32677	Lactarius vellereus	345[0n]			
NOBAS7051-19	TROM_F_32678	Lactarius vellereus	678[2n]	Validert	unite	
NOBAS7053-19	TROM_F_32737	Leccinum aurantiacum	0[n]			
NOBAS7054-19	TROM_F_32738	Leccinum aurantiacum	978[0n]			
NOBAS7055-19	TROM_F_32740	Lactarius serifluus	0	kontaminering		
NOBAS7056-19	TROM_F_32771	Leccinum scabrum	0	kontaminering		
NOBAS7057-19	TROM_F_32776	Leccinum versipelle	0	kontaminering		
NOBAS7058-19	TROM_F_32779	Leccinum roseofractum	0	kontaminering		
NOBAS7060-19	TROM_F_32982	Leccinum versipelle	0[n]			
NOBAS7061-19	TROM_F_33110	Leccinum variicolor	0[n]			
NOBAS7062-19	TROM_F_33134	Lepiota castanea	678[1n]			
NOBAS7063-19	TROM_F_33135	Lepiota clypeolaria	606			
NOBAS7064-19	TROM_F_33158	Lepiota cristata	0[n]			
NOBAS7065-19	TROM_F_33170	Lepiota magnispora	654[0n]	Validert	unite	
NOBAS7066-19	TROM_F_33171	Lepiota	724[0n]			
NOBAS7067-19	TROM_F_33172	Lepiota	0[n]			
NOBAS7068-19	TROM_F_33173	Lepista densifolia	607[7n]	Validert	unite	
NOBAS7069-19	TROM_F_33175	Paralepista flaccida	630[8n]	Validert	unite	
NOBAS7070-19	TROM_F_33189	Clitocybe nebularis	660[0n]			
NOBAS7071-19	TROM_F_33195	Clitocybe nebularis	0	kontaminering		
NOBAS7072-19	TROM_F_33231	Leucopaxillus giganteus	0[n]			
NOBAS7073-19	TROM_F_33236	Limacella glioderma	0[n]			
NOBAS7074-19	TROM_F_33281	Lyophyllum sp.	644[0n]			
NOBAS7105-19	TROM_F_33597	Leucocoprinus birnbaumii	705[3n]	Validert	unite	
NOBAS7106-19	TROM_F_34667	Lepista saeva	682[0n]			
NOBAS7107-19	TROM_F_35151	Leucocoprinus birnbaumii	687[0n]	Validert	unite	
NOBAS7108-19	TROM_F_36150	Leucogyrophana romellii	704[2n]			
NOBAS7110-19	TROM_F_37866	Leucopaxillus giganteus	657[0n]			
NOBAS7111-19	TROM_F_37868	Lepiota clypeolaria	567[1n]	Validert	unite	
NOBAS7113-19	TROM_F_38398	Lepista saeva	682[1n]			
NOBAS7114-19	TROM_F_38399	Lepista saeva	677[0n]			
NOBAS7115-19	TROM_F_38402	Lepista	672[0n]			
NOBAS7116-19	TROM_F_38403	Lepista	658[1n]	Validert	unite, dendrogram	
NOBAS7117-19	TROM_F_38404	Lepista	648[0n]			
NOBAS7118-19	TROM_F_39250	Lepiota erminea	646[1n]	Validert	unite	
NOBAS7119-19	TROM_F_39251	Lepiota erminea	0[n]			
NOBAS7120-19	TROM_F_39269	Leccinum versipelle	0[n]			
NOBAS7122-19	TROM_F_39519	Lepiota	636[3n]			
NOBAS7123-19	TROM_F_39665	Lepista sordida	685[0n]	Validert	unite	
NOBAS7124-19	TROM_F_39702	Lepiota ignicolor	0[n]			
NOBAS7125-19	TROM_F_39759	Leccinum scabrum	0[n]			
NOBAS7126-19	TROM_F_41114	Leccinum piceinum	0[n]			
NOBAS7129-19	TROM_F_41887	Lactarius sp.	698[0n]			
NOBAS7135-19	TROM_F_42234	Lactarius subdulcis	0[n]	no sequence		
NOBAS6949-19	TROM_F_22	Lyophyllum anthracophilum	638[0n]	Validert	unite	
NOBAS6950-19	TROM_F_120	Marasmius siccus	693[0n]	Validert	dendrogram	
NOBAS6951-19	TROM_F_205	Merismodes anomala	0[n]	no sequence		
NOBAS6952-19	TROM_F_209	Merismodes anomala	710[0n]	Validert	unite	
NOBAS6953-19	TROM_F_262	Melanoleuca cognata	654[0n]	Validert	unite	
NOBAS6956-19	TROM_F_535	Marasmius epiphyllus	0[n]	no sequence		
NOBAS6959-19	TROM_F_2819	Atheniella adonis	0[n]	no sequence		
NOBAS6960-19	TROM_F_5687	Merulius tremellosus	672[0n]	Validert	unite	
NOBAS6962-19	TROM_F_6190	Chlorophyllum rachodes	636[0n]	Validert	unite, dendrogram	
NOBAS6966-19	TROM_F_6329	Atheniella adonis	660[0n]	Validert	ekspert	Arne Aronsen
NOBAS6968-19	TROM_F_6763	Merulius tremellosus	647[0n]	Validert	unite	
NOBAS6969-19	TROM_F_6877	Merulius tremellosus	677[2n]	Validert	unite	
NOBAS6971-19	TROM_F_7659	Merismodes sp.	735[0n]			
NOBAS6972-19	TROM_F_7661	Merismodes anomala	711[0n]	Validert	unite	
NOBAS6973-19	TROM_F_7662	Merismodes anomala	694[1n]	Validert	unite	
NOBAS6974-19	TROM_F_7664	Merismodes anomala	0[n]			
NOBAS6975-19	TROM_F_7665	Merismodes anomala	637[0n]	Validert	unite	
NOBAS6976-19	TROM_F_7666	Merismodes anomala	712[0n]	Validert	unite	
NOBAS6977-19	TROM_F_8182	Lyophyllum sp.	644[0n]			
NOBAS6979-19	TROM_F_8465	Melanoleuca melaleuca	688[0n]			
NOBAS6983-19	TROM_F_8641	Marasmius oreades	203[0n]	Validert	unite	
NOBAS6984-19	TROM_F_8738	Micromphale perforans	0	Kontaminering		
NOBAS6985-19	TROM_F_8873	Melanoleuca melaleuca	517[0n]			
NOBAS6986-19	TROM_F_8892	Lyophyllum rancidum	606[0n]	Validert	unite	
NOBAS6987-19	TROM_F_8959	Lyophyllum sp.	643[0n]			
NOBAS6989-19	TROM_F_9156	Melanoleuca melaleuca	689[0n]			
NOBAS6998-19	TROM_F_9962	Gymnopus perforans	0[n]			
NOBAS7000-19	TROM_F_12025	Gymnopus perforans	0[n]			
NOBAS7001-19	TROM_F_12096	Gymnopus perforans	0[n]			
NOBAS7003-19	TROM_F_12371	Melanoleuca brevipes	539[0n]			
NOBAS7005-19	TROM_F_12576	Lyophyllum sp.	598[0n]			
NOBAS7007-19	TROM_F_12793	Lyophyllum sp.	635[0n]			
NOBAS7008-19	TROM_F_13011	Lyophyllum sp.	646[1n]			
NOBAS7010-19	TROM_F_14062	Marasmius epiphyllus	421[0n]	Validert	unite	
NOBAS7017-19	TROM_F_16813	Mycena acicula	657[0n]	Validert	unite	
NOBAS7018-19	TROM_F_16910	Marasmius wynnei	645[0n]			
NOBAS7023-19	TROM_F_20194	Gymnopus androsaceus	691[2n]	Validert	unite	
NOBAS7025-19	TROM_F_20269	Marasmius oreades	0[n]			
NOBAS7027-19	TROM_F_21071	Melanoleuca strictipes	665[0n]	Validert	unite	
NOBAS7031-19	TROM_F_21490	Marasmius siccus	675[0n]	Validert	unite	
NOBAS7032-19	TROM_F_22660	Lyophyllum sp.	647[1n]			
NOBAS7033-19	TROM_F_22663	Melanoleuca microcephala	408[0n]			
NOBAS7034-19	TROM_F_22918	Myochromella inolens	544[0n]	Validert	unite	
NOBAS7038-19	TROM_F_24313	Rhizomarasmius epidryas	221[0n]			
NOBAS7039-19	TROM_F_24320	Rhizomarasmius sp.	584[0n]			
NOBAS7040-19	TROM_F_24325	Rhizomarasmius sp.	619[0n]			
NOBAS7041-19	TROM_F_24326	Rhizomarasmius epidryas	636[0n]			
NOBAS7042-19	TROM_F_24493	Mycetinis scorodonius	0[n]			
NOBAS7044-19	TROM_F_30035	Limacella glioderma	683			
NOBAS7046-19	TROM_F_31418	Lyophyllum anthracophilum	637[0n]	Validert	unite	
NOBAS7052-19	TROM_F_32736	Leccinum aurantiacum	469[0n]			
NOBAS7059-19	TROM_F_32981	Leccinum versipelle	0	kontaminering		
NOBAS7075-19	TROM_F_33299	Lyophyllum sp.	469[0n]			
NOBAS7076-19	TROM_F_33320	Chlorophyllum rachodes	645[0n]	Validert	unite, dendrogram	
NOBAS7077-19	TROM_F_33327	Chlorophyllum rachodes	674[0n]	Validert	unite, dendrogram	
NOBAS7078-19	TROM_F_33334	Marasmius ramealis	0[n]			
NOBAS7079-19	TROM_F_33335	Marasmius ramealis	0[n]			
NOBAS7080-19	TROM_F_33345	Marasmius androsaceus	691[1n]	Validert	unite	
NOBAS7081-19	TROM_F_33368	Marasmius rotula	0[n]			
NOBAS7082-19	TROM_F_33403	Marasmius sp.	559[0n]			
NOBAS7083-19	TROM_F_33434	Melanoleuca brevipes	670[0n]	Validert	unite	
NOBAS7084-19	TROM_F_33436	Melanoleuca exscissa	662[2n]	Validert	unite	
NOBAS7085-19	TROM_F_33440	Melanoleuca cognata	668[0n]	Validert	unite	
NOBAS7086-19	TROM_F_33451	Melanoleuca evenosa	668[0n]			
NOBAS7087-19	TROM_F_33452	Melanoleuca evenosa	650[0n]			
NOBAS7088-19	TROM_F_33455	Melanoleuca adstringens	599[0n]			
NOBAS7089-19	TROM_F_33456	Melanoleuca melaleuca	669[0n]	Validert	unite	
NOBAS7090-19	TROM_F_33457	Melanoleuca melaleuca	651[0n]	Validert	unite	
NOBAS7091-19	TROM_F_33460	Melanoleuca grammopodia	657[0n]			
NOBAS7092-19	TROM_F_33464	Melanoleuca grammopodia	659[0n]			
NOBAS7093-19	TROM_F_33466	Melanoleuca humilis	694[0n]			
NOBAS7094-19	TROM_F_33475	Melanoleuca schumacheri	527[0n]			
NOBAS7095-19	TROM_F_33476	Melanoleuca exscissa	687[1n]	Validert	unite	
NOBAS7096-19	TROM_F_33478	Melanoleuca polioleuca	0[n]			
NOBAS7097-19	TROM_F_33479	Melanoleuca polioleuca	681[0n]			
NOBAS7098-19	TROM_F_33493	Melanoleuca turrita	669[0n]			
NOBAS7099-19	TROM_F_33509	Atheniella adonis	0	Contamination		Arne Aronsen
NOBAS7100-19	TROM_F_33510	Mycena abramsii	690	Validert	ekspert	Arne Aronsen
NOBAS7101-19	TROM_F_33513	Atheniella adonis	666[0n]	Validert	ekspert	Arne Aronsen
NOBAS7102-19	TROM_F_33514	Atheniella adonis	-	Kontaminasjon?		Arne Aronsen
NOBAS7103-19	TROM_F_33525	Mycena adscendens	0[n]			
NOBAS7104-19	TROM_F_33526	Mycena adscendens	0[n]			
NOBAS7109-19	TROM_F_36269	Merismodes anomala	0[n]			
NOBAS7112-19	TROM_F_38152	Chlorophyllum brunneum	672[0n]	Validert	unite	
NOBAS7121-19	TROM_F_39280	Merismodes anomala	737[0n]	Validert	unite	
NOBAS7127-19	TROM_F_41586	Marasmiellus subgraminis	659[0n]			
NOBAS7128-19	TROM_F_41638	Melanoleuca paedida	0[n]			
NOBAS7130-19	TROM_F_41896	Marasmius obscurus	0	kontaminering		
NOBAS7131-19	TROM_F_41897	Marasmius obscurus	546[0n]			
NOBAS7132-19	TROM_F_41911	Rickenella swartzii	0[n]			
NOBAS7133-19	TROM_F_41912	Rickenella swartzii	0[n]			
NOBAS7134-19	TROM_F_41961	Marasmius obscurus	581[0n]			
NOBAS7136-19	TROM_F_26671	Clavulina cinerea	655[0n]	Validert	unite	
NOBAS7137-19	TROM_F_26672	Hemipholiota heteroclita	718[0n]	Validert	unite	
NOBAS7511-19	TROM_F_33476_DUPLICATE	Melanoleuca exscissa	683[3n]	Validert	unite	
NOBAS6759-19	O-F-71273	Hebeloma hiemale	694[2n]			
NOBAS6760-19	O-F-175572	Hebeloma sp.	694[2n]			
NOBAS6761-19	O-F-289321	Hebeloma hiemale	690[0n]			
NOBAS6762-19	O-F-154635	Hebeloma hiemale	694[1n]			
NOBAS6763-19	O-F-247270	Craterellus caeruleofuscus	0	no sequence		
NOBAS6764-19	O-F-161927	Craterellus cinereus	0[n]	no sequence		
NOBAS6765-19	O-F-243385	Craterellus cinereus	877[0n]	Validert	unite	
NOBAS6766-19	O-F-171970	Craterellus cornucopioides	0[n]	no sequence		
NOBAS6767-19	O-F-167528	Craterellus cornucopioides	0[n]	no sequence		
NOBAS6768-19	O-F-171978	Craterellus cornucopioides	0	no sequence		
NOBAS6769-19	O-F-72954	Craterellus cornucopioides	0	no sequence		
NOBAS6770-19	O-F-87621	Leucoagaricus barssii	0[n]	no sequence		
NOBAS6771-19	O-F-87619	Leucoagaricus gaillardii	657[0n]			
NOBAS6772-19	O-F-305717	Entoloma sphagneti	680[0n]	Validert	ekspert	Balint
NOBAS6773-19	O-F-305718	Abortiporus biennis	637[0n]			
NOBAS6774-19	O-F-305719	Clitopilus daamsii	669[0n]	Validert	ekspert, unite	Giovanni Consiglio
NOBAS6775-19	O-F-305720	Melanogaster tuberiformis	0[n]	no sequence		
NOBAS6776-19	O-F-305721	Russula virescens	688[0n]			
NOBAS6777-19	O-F-305722	Inocybe sp.	592[0n]			
NOBAS6778-19	O-F-305723	Entoloma mougeotii	693[1n]	Validert	ekspert	Balint Dima
NOBAS6779-19	O-F-305724	Hypholoma marginatum	693[0n]	Validert	unite	
NOBAS6780-19	O-F-305725	Parasola leiocephala	705[1n]	Validert	unite	
NOBAS6781-19	O-F-305726	Laccaria sp.	679[0n]			
NOBAS6782-19	O-F-305727	Laccaria altaica	689[0n]			
NOBAS6783-19	O-F-305728	Galerina paludosa	642	Validert	unite	
NOBAS6784-19	O-F-305729	Cortinarius cicindela	616[0n]			
NOBAS6785-19	O-F-305730	Cortinarius luteo-ornatus	603[0n]			
NOBAS6786-19	O-F-305731	Cortinarius cicindela	616[0n]			
NOBAS6787-19	O-F-305732	Hygrophorus purpurascens	596[0n]	Validert	unite	
NOBAS6788-19	O-F-305733	Hebeloma incarnatulum	613[1n]			
NOBAS6789-19	O-F-305734	Lyophyllum semitale	674[2n]	Validert	unite	
NOBAS6790-19	O-F-305735	Omphalina mutila	583[0n]			
NOBAS6791-19	O-F-305736	Inocybe umbratica	603[0n]			
NOBAS6792-19	O-F-305737	Cortinarius malachius	594[0n]			
NOBAS6793-19	O-F-305738	Entoloma politum	842[1n]	Validert	ekspert	Balint Dima
NOBAS6794-19	O-F-305746	Hebeloma nigellum	697[1n]			
NOBAS6795-19	O-F-305013	Cortinarius saniosus	593[0n]			
NOBAS6796-19	O-F-304995	Cortinarius flos-paludis	588[0n]			
NOBAS6797-19	O-F-305005	Cortinarius fuscescens	603[0n]			
NOBAS6798-19	O-F-305011	Cortinarius diasemospermus	600[0n]			
NOBAS6799-19	O-F-304986	Cortinarius lamoureae	528[0n]			
NOBAS6800-19	O-F-304983	Cortinarius huronensis	683[2n]			
NOBAS6801-19	O-F-370553	Russula aurantioflammans	673[0n]	Validert	dendrogram	
NOBAS6802-19	O-F-370550	Russula melitodes	715[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS6803-19	O-F-370547	Russula cessans	594	Validert	unite	
NOBAS6804-19	O-F-162312	Russula cretata	0[n]	no sequence		
NOBAS6805-19	O-F-370538	Russula lilacea	0[n]	no sequence		
NOBAS6806-19	O-F-370537	Russula lilacea	0[n]	no sequence		
NOBAS6807-19	O-F-370539	Russula minutula	0[n]	no sequence		
NOBAS6808-19	O-F-370527	Russula nauseosa	659[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS6809-19	O-F-370541	Russula minutula	0[n]	no sequence		
NOBAS6810-19	O-F-370554	Russula sp.	608	Validert	dendrogram, indirekte ekspert	
NOBAS6811-19	O-F-370552	Russula vinososordida	696[1n]	Validert	dendrogram, indirekte ekspert	
NOBAS6812-19	O-F-370543	Russula sp.	0[n]	no sequence		
NOBAS6813-19	O-F-370544	Russula sp.	0[n]	no sequence		
NOBAS6814-19	O-F-370545	Russula sp.	0	Kontaminering		
NOBAS6815-19	O-F-370546	Russula atroglauca	644[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS6816-19	O-F-370548	Russula integra	701	Validert	dendrogram	
NOBAS6817-19	O-F-370551	Russula aeruginea	661[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS6818-19	O-F-370557	Russula integra	701[0n]	Validert	dendrogram	
NOBAS6819-19	O-F-370558	Russula integra	701[0n]	Validert	dendrogram	
NOBAS6820-19	O-F-370559	Russula nauseosa	623	Validert	dendrogram	
NOBAS6821-19	O-F-370560	Russula nauseosa	658[0n]	Validert	unite	
NOBAS6822-19	O-F-370562	Russula sp.	683[0n]			
NOBAS6823-19	O-F-370563	Russula olivascens	586[0n]	Validert	dendrogram	
NOBAS6824-19	O-F-305794	Russula melitodes	715[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS6825-19	O-F-305795	Russula sp.	0[n]	no sequence		
NOBAS6826-19	O-F-305799	Russula amethystina	645	Validert	dendrogram, indirekte ekspert	
NOBAS6827-19	O-F-305796	Russula sphagnophila	700[0n]	Validert	dendrogram	
NOBAS6828-19	O-F-305800	Russula olivascens	696[0n]	Validert	dendrogram	
NOBAS6829-19	O-F-305798	Russula olivascens	696[1n]	Validert	dendrogram	
NOBAS6830-19	O-F-305797	Russula nauseosa	649[0n]	Validert	unite	
NOBAS6831-19	O-F-305801	Russula velenovskyi	654[0n]	Validert	dendrogram	
NOBAS6832-19	O-F-243659	Entoloma lampropus	651[0n]	Validert	ekspert	Balint Dima
NOBAS6833-19	O-F-293232	Entoloma atrocoeruleum	631	Validert	ekspert	Balint Dima
NOBAS6834-19	O-F-281739	Entoloma atrocoeruleum	683[0n]	Validert	ekspert	Balint Dima
NOBAS6835-19	O-F-245831	Entoloma atrocoeruleum	683[0n]	Validert	ekspert	Balint Dima
NOBAS6836-19	O-F-178535	Entoloma atrocoeruleum	604[0n]	Validert	ekspert	Balint Dima
NOBAS6837-19	O-F-281894	Entoloma atrocoeruleum	580[1n]	Validert	ekspert	Balint Dima
NOBAS6838-19	O-F-242498	Entoloma atrocoeruleum	683[0n]	Validert	ekspert	Balint Dima
NOBAS6839-19	O-F-281907	Entoloma atrocoeruleum	683[0n]	Validert	ekspert	Balint Dima
